,department,function,industry,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,minimum_salary_grp,maximum_salary_grp,company_profile_length,description_length,requirements_length,benefits_length,dominant_topic
15302,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
9331,1,1,1,0,1,1,5,5,9,-1,-1,-0.049164443737663356,1.129042273240603,1.5701691115244922,-0.533685011003553,21
11075,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
11022,1,1,1,0,1,1,5,5,9,2,1,1.278734642067195,-0.10990983509605075,0.21344234601875292,4.625852090815431,7
3982,0,1,1,0,1,1,5,4,5,-1,-1,-0.6484817302513605,-0.145925884757,-0.5887099751926697,0.1588703046768475,21
3094,1,1,1,0,1,1,5,6,0,-1,-1,-0.5662224948475197,0.5383790588010354,-0.044038645975037025,-0.32591841629943286,29
1190,0,0,1,0,0,0,5,5,0,-1,-1,-0.22543423388875075,0.2574538714456314,0.649179409392859,0.5224618454090578,11
1500,1,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,0.6896464673770222,-0.7174504711895646,-0.533685011003553,9
10577,0,1,1,0,1,0,5,4,6,1,1,2.019067760701762,1.2514968420878303,-0.7966753918030385,-0.533685011003553,3
16252,1,1,1,0,1,1,5,3,8,-1,-1,0.738173952270527,-0.49167996150211263,-0.5590006299626169,-0.014268524243252622,9
4375,0,1,1,0,1,1,4,2,3,0,0,1.3609938774710357,0.8553202958173887,-0.22229471735535314,0.6956006743291581,29
858,0,1,1,0,1,1,4,4,5,-1,-1,-0.49571457878708475,-0.61413453034934,10.661228751920616,0.2454397191368976,3
8203,0,0,0,0,1,0,0,0,0,-1,-1,0.5736554814628454,-0.5276960111630619,-0.014329300744984336,-0.533685011003553,3
5936,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.9094661375691236,-0.5689037450393012,-0.481743362327523,21
17444,1,0,1,0,1,1,5,1,1,-1,-1,-1.083280545957376,-0.7293858892643775,0.5699544887793851,-0.29129065051541286,19
14005,0,1,1,0,1,1,5,4,5,-1,-1,-0.6484817302513605,0.29346992110658066,-0.5689037450393012,0.08961477310880746,21
6345,0,0,0,0,1,0,5,0,0,-1,-1,0.7264226329271212,-0.333209342993936,0.649179409392859,1.2323310439814685,29
8930,0,1,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0967495958060598,-0.6184193204227223,-0.481743362327523,25
14770,0,0,0,0,1,0,0,0,0,-1,-1,0.2093645818172648,-0.4556639118411634,0.11441119525191064,1.4747254044696088,19
16091,0,1,1,0,1,0,5,5,1,-1,-1,0.3386290945947289,0.17101535225935324,-0.2817134078154585,1.5093531702536287,29
11221,0,1,1,0,1,0,5,5,1,-1,-1,-0.6954870076249838,-0.6069313204171501,0.35208595709233215,1.1803893953054385,26
4830,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.026951153615556327,0.04508938971512104,-0.533685011003553,23
4757,1,1,1,0,0,0,5,1,1,-1,-1,-1.083280545957376,-0.4700703317055431,-0.5689037450393012,-0.533685011003553,3
7851,0,0,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.20703140192030248,0.054992504791805265,-0.533685011003553,14
4347,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,2.483245740492294,-0.7966753918030385,-0.533685011003553,5
9816,0,1,1,0,1,0,5,0,9,-1,-1,-0.10792104045469249,-0.3476157628583157,-0.1430697967418793,1.4920392873616186,11
11790,1,0,0,0,1,1,5,3,0,-1,-1,-0.8482541590892595,-0.3476157628583157,0.29266726663222675,-0.031582407135262634,11
14508,0,0,1,0,0,0,5,5,0,1,1,-1.083280545957376,-0.05228415563853198,-0.2817134078154585,-0.533685011003553,11
7721,0,0,1,0,1,1,5,0,0,-1,-1,-0.5074658981304906,-0.4700703317055431,0.1045080801752264,0.020359241540767407,4
7917,0,1,1,0,1,1,5,3,1,2,2,1.1729727679765425,-0.06669057550291167,2.352515202582546,1.803689179417799,26
15753,1,1,1,0,1,1,5,5,11,-1,-1,1.3727451968144415,1.6836894380192209,1.3919130401441762,-0.533685011003553,29
12333,0,0,1,0,1,0,5,5,9,-1,-1,-0.060915763081069184,0.8481170858851989,-0.16287602689524777,1.6478642333897089,29
7825,0,1,1,0,1,1,5,3,8,1,1,-0.6602330495947664,1.1002294335118434,-0.46987259427245887,-0.1181518215953127,5
5945,0,0,0,0,1,1,0,0,0,-1,-1,-1.083280545957376,-0.895059717704744,-0.35103521335224813,-0.533685011003553,29
9987,0,1,1,0,1,1,5,3,0,-1,-1,0.40913701065516384,1.0498069639865144,0.01538004448506835,0.2800674849209176,14
4299,0,0,1,0,0,1,4,1,0,0,0,-1.083280545957376,1.770127957205499,-0.7966753918030385,-0.533685011003553,7
17425,0,0,1,0,1,1,5,5,5,-1,-1,0.6089094394930629,0.552785478665415,-0.19258537212530047,0.05498700732478744,14
3889,0,1,1,0,1,1,3,4,9,-1,-1,-0.9657673525233178,-0.988701446823212,-0.5887099751926697,-0.481743362327523,25
2945,1,1,1,0,1,0,5,5,0,-1,-1,0.009592152979365776,-0.3548189727905055,-0.38074455858230083,-0.04889629002727265,29
7750,1,1,1,0,1,0,5,5,0,-1,-1,-0.025661805050851704,0.7040528872414019,1.3523005798374392,-0.014268524243252622,26
7975,0,0,0,0,1,0,3,5,0,-1,-1,-0.6014764528777372,0.5095662190722761,0.4016015324757533,-0.533685011003553,26
1133,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,0.4447373296825674,1.2631725441472812,-0.23934900183938282,21
14930,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.41964786218021416,-0.7966753918030385,-0.533685011003553,12
13503,0,1,1,0,1,0,5,3,0,2,2,-0.2959421499491857,-0.3404125529261258,-0.5490975148859327,-0.42980171365149294,9
14590,0,0,0,0,1,0,0,0,0,-1,-1,0.45614228802878715,-0.5276960111630619,-0.7966753918030385,-0.533685011003553,19
8442,0,1,1,1,1,1,5,3,9,-1,-1,0.8204331876743678,0.2214378217846822,4.016238535465497,-0.412487830759483,26
9733,0,0,0,0,1,0,0,0,0,-1,-1,-0.2841908306057799,1.5036091897144748,-0.7966753918030385,-0.533685011003553,26
12005,0,1,1,0,1,0,5,5,0,-1,-1,2.3246020636303135,0.3150795509031502,-0.06384487612840548,0.0030453586487573913,29
13272,1,0,0,0,1,0,0,0,0,-1,-1,-0.4604606207568673,1.0930262235796535,0.46102022293585865,0.9553089177093083,29
5075,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,-0.6285409502137197,0.738307445083017,-0.533685011003553,26
14707,1,1,1,0,0,0,5,1,5,2,3,-0.7894975623722303,0.005341523818986789,-0.4203570188890377,0.21081195335287756,29
16935,0,0,1,0,1,0,5,4,0,-1,-1,1.078962213229296,0.4951597992078963,-0.7966753918030385,-0.533685011003553,9
13029,0,1,1,0,0,0,5,5,1,2,3,-1.083280545957376,-0.4124446522480243,-0.6085162053460381,-0.3432322991914429,9
13720,0,1,1,0,1,0,5,0,9,-1,-1,1.4550044322182825,0.012544733751176635,-0.172779141971932,-0.42980171365149294,21
13979,0,0,0,0,1,0,0,0,0,-1,-1,0.3621317332815406,-0.3836318125192649,-0.7966753918030385,-0.533685011003553,19
14676,1,1,1,0,1,0,3,3,9,-1,-1,0.23286722050407646,-0.6717602098068588,-0.33122898319887967,1.5612948189296587,29
4995,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,-0.9022629276369338,-0.33122898319887967,1.821003062309809,10
10448,1,1,1,0,1,1,5,5,9,2,2,1.9250572059545155,0.4375341197503776,-0.30151963796882697,-0.1008379387033027,29
17202,0,1,1,0,0,0,3,3,9,3,3,-1.083280545957376,-0.3836318125192649,-0.51938816965588,-0.533685011003553,9
3296,0,1,1,0,1,0,5,5,9,-1,-1,1.4197504741880649,0.019747943683366482,-0.16287602689524777,-0.533685011003553,11
15384,0,0,0,0,1,0,0,0,0,-1,-1,0.3621317332815406,-0.145925884757,-0.7966753918030385,-0.533685011003553,19
4398,1,0,1,0,1,0,5,0,0,-1,-1,-0.22543423388875075,-0.31880292312955627,0.6689856395462275,-0.533685011003553,11
782,0,0,0,0,1,1,0,0,0,-1,-1,-0.002159166364040051,0.6320207879195034,-0.06384487612840548,-0.49905724521953304,4
8042,0,0,0,0,1,0,5,0,0,-1,-1,0.6794173555534978,0.4303309098181877,0.2827641515555425,2.080711305689959,29
8758,1,1,1,0,1,0,5,4,5,-1,-1,-1.083280545957376,-0.6573537899424791,-0.48967882442582733,-0.49905724521953304,29
15611,1,1,1,0,1,1,5,1,9,3,3,3.7700143428692297,-0.1963483542823289,4.016238535465497,6.859342983884723,9
8497,1,1,1,0,1,1,5,5,0,-1,-1,-1.083280545957376,-0.1819419344179492,0.5501482586260167,1.8383169452018189,25
13276,0,0,1,0,0,0,5,5,0,-1,-1,-1.083280545957376,0.012544733751176635,1.21365696876386,-0.533685011003553,9
8034,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.16033230462137968,-0.7966753918030385,-0.533685011003553,21
6953,0,1,1,0,1,1,5,3,1,-1,-1,0.6559147168666862,0.8409138759530089,-0.36093832842893236,0.8687395032492582,6
1868,0,1,1,0,1,1,5,5,0,-1,-1,3.029681224234663,1.5324220294432342,-0.6283224354994066,1.5266670531456388,3
1791,1,1,1,0,0,1,5,3,9,-1,-1,-1.083280545957376,-0.48447675156992276,0.1639267706353318,-0.23934900183938282,9
2886,1,0,0,0,1,1,0,0,0,-1,-1,0.7734279103007444,1.3235289414097287,0.6392762943161748,1.2842726926574985,29
350,0,1,1,0,1,0,5,3,0,-1,-1,1.0202056165122668,2.0870691942218524,1.124528933073702,-0.533685011003553,21
9504,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.019747943683366482,-0.7966753918030385,-0.533685011003553,22
6662,0,1,1,0,1,1,5,4,8,0,0,1.4550044322182825,-0.6717602098068588,-0.5887099751926697,0.3493230164889577,7
17511,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,0.6032079481907441,-0.4500663641190904,-0.08352405581129269,29
16740,1,0,0,0,1,1,0,0,0,-1,-1,-0.4369579820700556,-0.5348992210952517,2.471352583502757,-0.533685011003553,23
9887,0,1,1,0,1,0,5,4,9,-1,-1,0.17411062378704734,-0.39083502245145474,0.3619890721690164,1.5959225847136789,11
4230,1,0,0,0,1,1,0,0,0,-1,-1,-0.22543423388875075,1.1722615328337418,-0.044038645975037025,1.0591922150613684,5
2837,0,1,1,0,1,0,5,5,9,-1,-1,-0.6014764528777372,2.144694873679371,-0.16287602689524777,-0.06621017291928266,29
6522,0,1,1,0,1,0,1,1,1,-1,-1,-0.6014764528777372,-0.4052414423158345,-0.6184193204227223,-0.3086045334074229,29
3792,0,1,1,0,1,0,5,1,0,-1,-1,0.197613262473859,0.18542177212373295,-0.6580317807294592,-0.533685011003553,7
6203,0,1,1,0,1,1,5,5,9,-1,-1,0.3856343719683522,-0.4700703317055431,-0.32132586812219543,-0.23934900183938282,11
1925,1,0,1,0,1,1,4,1,5,-1,-1,-0.17842895651512744,-0.06669057550291167,1.6196846869079133,-0.014268524243252622,3
2693,0,1,1,0,1,0,5,5,9,-1,-1,-0.10792104045469249,-0.18914514435013907,0.49072956816591135,1.5266670531456388,20
13582,0,0,0,0,1,0,0,0,0,-1,-1,0.5736554814628454,0.034154363547746175,-0.05394176105172125,-0.533685011003553,21
322,0,1,1,0,1,0,5,3,9,2,2,1.2317293646935716,0.7688817766311105,-0.7966753918030385,-0.3086045334074229,29
11657,1,0,1,0,1,0,5,0,0,-1,-1,1.34924255812763,-0.1171130450282406,0.005476929408384123,0.1588703046768475,29
6117,0,0,0,1,1,1,0,0,0,-1,-1,-1.083280545957376,-0.3980382323836446,0.11441119525191064,-0.533685011003553,29
2499,1,1,1,0,1,0,5,5,9,-1,-1,-0.17842895651512744,-0.49167996150211263,0.18373300078870025,0.12424253889282749,26
9025,0,1,1,0,0,0,5,4,9,2,2,-1.083280545957376,-0.6357441601459095,-0.23219783243203737,-0.533685011003553,29
11148,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.2107547741467086,0.17382988571201602,-0.533685011003553,13
4502,0,1,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0751399660094902,-0.6184193204227223,-0.481743362327523,25
16402,1,1,1,0,1,0,5,5,9,3,3,0.3856343719683522,2.1807109233403206,-0.46987259427245887,-0.23934900183938282,21
10467,0,1,1,0,1,0,0,5,0,-1,-1,1.5725176256523405,-1.0031078666875917,-0.7669660465729857,-0.533685011003553,15
14029,0,1,1,0,1,0,4,3,9,-1,-1,0.8321845070177736,-0.3980382323836446,-0.29161652289214274,-0.49905724521953304,26
13882,1,1,1,0,1,1,4,2,8,-1,-1,-0.11967235979809832,-0.3620221827226954,0.14412054048196332,0.574403494085088,29
8782,1,1,1,0,1,1,5,3,8,-1,-1,2.829908795396764,1.0930262235796535,-0.19258537212530047,-0.17009347027134275,27
17623,0,0,0,0,0,0,5,0,0,-1,-1,-1.083280545957376,0.6104111581229339,-0.15297291181856354,-0.533685011003553,26
16471,0,1,1,0,1,1,5,3,5,-1,-1,-0.41345534338324397,-0.9454821872300729,0.07479873494517372,-0.3432322991914429,3
14677,0,0,0,0,1,0,0,0,0,-1,-1,-0.19018027585853325,1.2875128917487795,-0.7966753918030385,-0.533685011003553,11
6109,1,0,1,1,1,1,5,0,0,1,1,-0.26068819191896825,0.4303309098181877,-0.2520040625854058,-0.533685011003553,29
14152,0,0,1,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.25025066151344155,-0.7966753918030385,-0.533685011003553,0
7515,1,1,1,0,1,1,5,4,9,-1,-1,0.26812117853429396,-0.3980382323836446,-0.48967882442582733,0.7994839716812181,11
9556,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.2214378217846822,-0.7966753918030385,-0.533685011003553,22
3171,1,0,1,0,1,0,5,3,9,0,1,1.1729727679765425,-1.1183592256026291,0.11441119525191064,-0.533685011003553,29
11056,1,1,1,0,1,0,5,3,9,2,2,1.5255123482787174,0.09898325293745479,-0.06384487612840548,-0.533685011003553,29
9083,0,1,1,0,1,0,5,5,0,-1,-1,0.15060798510023568,-0.12431625496043044,0.2728610364788583,3.7601579462149304,5
622,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
14045,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.023471315909772597,0.054992504791805265,-0.533685011003553,23
9891,1,0,1,0,1,1,5,0,0,-1,-1,2.089575676762197,2.6489195689326603,-0.7966753918030385,-0.533685011003553,10
6183,0,1,1,0,1,1,5,5,9,-1,-1,-0.23718555323215657,0.26465708137782123,-0.45996947919577463,-0.014268524243252622,19
17234,1,1,1,0,1,1,5,0,0,-1,-1,1.4550044322182825,-0.4484607019089735,-0.30151963796882697,0.07230089021679745,21
15777,0,0,0,0,1,1,0,1,5,-1,-1,0.45614228802878715,-0.707776259467808,-0.6481286656527749,-0.49905724521953304,24
12627,1,1,0,1,1,1,5,0,9,-1,-1,-0.3076934692925915,0.6680368375804526,0.06489561986848949,-0.2566628847313928,29
10864,0,1,1,0,0,0,5,0,0,-1,-1,-1.083280545957376,-0.49888317143430244,2.3921276628892834,-0.533685011003553,21
7569,1,1,1,0,1,1,5,5,5,3,3,-0.4839632594436789,-0.12431625496043044,-0.004426185668300106,0.12424253889282749,0
2648,0,0,1,0,1,0,5,7,12,-1,-1,-0.23718555323215657,0.8481170858851989,1.817746988441598,-0.2566628847313928,26
1152,0,1,1,0,0,0,5,4,1,-1,-1,-1.083280545957376,-0.5421024310274415,-0.7966753918030385,-0.533685011003553,23
1064,1,1,1,0,1,0,5,2,5,-1,-1,1.278734642067195,-1.1471720653313886,-0.6778380108828277,-0.533685011003553,29
4004,0,1,1,0,0,0,5,4,1,0,0,-1.083280545957376,-1.1111560156704394,0.18373300078870025,0.3666368993809677,11
16982,0,1,1,0,1,0,5,4,5,-1,-1,1.078962213229296,-0.6069313204171501,-0.29161652289214274,-0.2220351189473728,21
8276,0,1,1,0,1,1,5,5,8,-1,-1,-0.4604606207568673,0.07017041320869541,-0.12326356658851086,0.3839507822729777,21
2354,1,1,1,0,1,1,5,5,1,2,2,0.6441633975232803,0.7832881964954902,0.4115046475524375,-0.13546570448732273,28
16893,0,1,1,0,1,0,0,0,0,-1,-1,1.078962213229296,-0.4772735416377329,-0.10345733643514239,-0.2566628847313928,6
13110,1,0,0,0,1,0,0,0,0,-1,-1,-0.072667082424475,-0.28278687346860704,0.43131087770580595,0.3666368993809677,21
6260,0,0,0,0,1,1,0,0,0,-1,-1,-0.813000201059042,0.7544753567667308,-0.09355422135845817,-0.533685011003553,19
9801,0,1,1,0,1,0,5,0,0,-1,-1,0.2093645818172648,0.5455822687332252,1.2730756592239654,1.4747254044696088,27
13472,1,1,1,0,0,0,5,3,9,0,0,-1.083280545957376,-0.4772735416377329,-0.7966753918030385,-0.533685011003553,21
464,1,1,1,0,1,1,5,1,0,-1,-1,0.4913962460590046,1.1866679526981216,0.302570381708911,-0.533685011003553,29
638,0,0,0,0,1,1,0,0,0,-1,-1,-0.4604606207568673,-0.16753551455356952,-0.044038645975037025,-0.533685011003553,28
13506,1,1,1,0,1,0,0,0,1,-1,-1,0.2916238172211056,1.2442936321556404,-0.13316668166519507,0.43589243094900776,5
15146,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.8697267156817683,0.9264666315400174,-0.533685011003553,26
8772,0,0,0,0,1,0,0,0,0,-1,-1,0.22111590116067065,0.6248175779873135,2.253484051815704,-0.533685011003553,29
6711,0,1,1,0,1,1,5,4,9,-1,-1,2.4068612990341545,-0.6357441601459095,0.6590825244695432,-0.533685011003553,11
4699,0,1,1,0,1,1,5,4,2,0,0,1.1024648519161075,-0.09550341523167107,-0.3708414435056166,-0.533685011003553,7
5853,0,1,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0751399660094902,-0.6184193204227223,-0.481743362327523,25
16319,1,1,1,0,1,1,5,3,9,-1,-1,0.6911686748969037,-0.3404125529261258,0.8571448260032278,0.41857854805699773,21
11302,0,0,0,0,1,1,0,1,5,-1,-1,0.45614228802878715,-0.5565088508918212,-0.6481286656527749,-0.49905724521953304,24
16973,0,1,1,0,1,1,3,3,6,-1,-1,1.819295331863863,-0.023471315909772597,0.520438913395964,-0.533685011003553,26
13571,0,1,1,0,1,0,3,5,9,-1,-1,-1.083280545957376,-0.8878565077725542,-0.20248848720198467,-0.533685011003553,11
13022,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.3836318125192649,-0.7966753918030385,-0.533685011003553,22
12973,0,0,0,0,1,0,0,0,0,-1,-1,0.05659743035298908,1.0354005441221348,-0.11336045151182662,-0.533685011003553,21
15947,0,1,1,0,1,0,5,5,12,-1,-1,3.8992788556466937,-0.6357441601459095,0.867047941079912,-0.464429479435513,29
14803,0,0,1,0,1,0,5,3,0,-1,-1,0.6559147168666862,-0.3404125529261258,0.11441119525191064,1.1284477466294085,6
16678,1,0,0,0,1,1,0,0,0,-1,-1,-0.4369579820700556,-0.5493056409596314,-0.4797757093491431,-0.533685011003553,23
8373,0,0,0,0,1,1,0,0,0,-1,-1,0.45614228802878715,-1.0319207064163511,-0.7075473561128803,-0.49905724521953304,24
7348,0,1,1,0,1,1,3,4,9,-1,-1,-0.9657673525233178,-1.0463271262807308,-0.5887099751926697,-0.481743362327523,25
8564,0,1,1,0,1,1,5,1,1,-1,-1,-0.41345534338324397,-0.3548189727905055,-0.044038645975037025,-0.17009347027134275,7
8095,0,1,1,0,1,0,1,5,9,-1,-1,-0.4604606207568673,0.2430474515812517,0.3124734967855952,0.660972908545138,11
11437,1,0,0,0,1,1,0,0,0,-1,-1,-0.5544711755041138,-0.5997281104849603,-0.19258537212530047,0.10692865600081748,2
1808,0,1,0,0,1,1,3,0,0,-1,-1,-0.4369579820700556,-0.5421024310274415,0.4016015324757533,-0.533685011003553,11
5569,0,0,0,0,1,0,0,0,0,-1,-1,0.18586194313045318,1.165058322901552,-0.7966753918030385,-0.533685011003553,21
607,1,1,1,0,1,0,5,3,0,-1,-1,-0.072667082424475,0.30067313103877047,-0.12326356658851086,-0.08352405581129269,29
9269,0,0,0,0,1,0,5,5,0,-1,-1,1.8427979705506747,-0.6717602098068588,-0.12326356658851086,3.7774718291069402,9
9114,1,1,1,0,1,1,5,3,1,-1,-1,1.2552320033803834,-0.4124446522480243,0.08470185002185796,0.5224618454090578,8
3450,1,1,1,0,0,1,4,2,3,-1,-1,-1.083280545957376,-0.2755836635364172,-0.5391943998092484,0.19349807046086756,29
10728,0,0,1,0,1,0,0,0,0,-1,-1,0.3621317332815406,-0.3620221827226954,-0.7966753918030385,-0.533685011003553,19
14218,0,0,0,0,1,0,0,0,0,-1,-1,0.3621317332815406,-0.39083502245145474,-0.7966753918030385,-0.533685011003553,19
10618,0,1,1,0,1,1,5,0,9,3,3,0.11535402707001821,0.5743951084619846,0.6788887546229116,0.660972908545138,21
6864,0,1,1,0,0,1,5,0,5,-1,-1,0.44439096868538136,2.1158820339506117,0.07479873494517372,-0.533685011003553,21
12172,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.145925884757,0.5996638340094379,-0.533685011003553,28
12890,0,1,1,0,1,1,5,5,9,3,3,0.9144437424216144,-0.3836318125192649,1.0552071275369124,3.17148592788659,0
4077,1,1,1,0,1,1,5,5,0,-1,-1,3.5232366366577073,-0.16753551455356952,0.7482105601597013,0.19349807046086756,21
6632,0,0,1,0,1,0,5,0,0,-1,-1,0.13885666575682987,3.3836469820160247,-0.7966753918030385,-0.533685011003553,21
10956,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.5853216906205806,0.06489561986848949,-0.533685011003553,3
6965,0,0,0,0,1,0,0,0,0,-1,-1,0.5736554814628454,-0.18914514435013907,-0.23219783243203737,-0.533685011003553,3
3940,1,1,0,0,1,1,5,0,0,-1,-1,0.5736554814628454,-0.333209342993936,0.1342174254052791,-0.533685011003553,29
6131,1,1,1,0,1,1,5,4,0,1,1,-0.16667763717172163,0.3366891806997197,-0.3411320982755639,-0.06621017291928266,3
4229,0,1,1,0,1,1,3,5,12,-1,-1,-0.6367304109079547,-1.1399688553991987,0.6986949847762801,-0.44711559654350297,26
6878,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.9993844944611856,-0.7966753918030385,-0.533685011003553,17
11946,0,1,1,0,1,1,4,4,8,1,1,-0.49571457878708475,-0.49167996150211263,-0.3411320982755639,-0.20472123605536277,7
5221,0,0,0,0,1,1,0,1,5,-1,-1,0.45614228802878715,-0.6789634197390486,-0.6481286656527749,-0.49905724521953304,24
3326,0,0,0,1,0,0,0,0,0,-1,-1,-1.083280545957376,-0.801417988586276,-0.03413553089835279,-0.533685011003553,7
7427,0,1,1,0,1,1,5,5,0,2,2,2.019067760701762,1.165058322901552,-0.7966753918030385,-0.533685011003553,3
5924,0,1,1,0,1,1,5,5,1,2,2,-0.4604606207568673,0.4951597992078963,1.2334631989172284,0.3493230164889577,29
12202,0,0,1,0,0,0,5,0,0,-1,-1,-1.083280545957376,-0.4556639118411634,-0.024232415821668563,0.609031259869108,15
5338,1,1,1,0,1,0,5,0,0,-1,-1,-0.22543423388875075,0.17101535225935324,2.5802868493462836,-0.533685011003553,11
1441,0,1,1,0,1,1,5,5,0,-1,-1,-0.6249790915645488,-0.5493056409596314,-0.29161652289214274,0.14155642178483752,26
6129,1,1,1,0,1,1,5,3,0,-1,-1,-0.2019315952019391,-0.1963483542823289,-0.3708414435056166,-0.3432322991914429,29
2931,0,1,1,1,1,0,5,5,9,-1,-1,0.5384015234326279,-0.24677082380765783,0.2530548063254898,-0.533685011003553,4
4076,0,0,1,0,1,0,5,0,0,-1,-1,-0.27243951126237403,-0.023471315909772597,0.12431431032859487,-0.15277958737933273,9
13672,1,1,1,0,1,0,5,5,1,-1,-1,-0.2489368725755624,-0.2899900834007969,-0.6778380108828277,0.41857854805699773,4
5548,1,0,0,0,1,0,0,0,0,-1,-1,1.278734642067195,0.46634695947913696,0.777919905389754,-0.533685011003553,29
10045,1,1,0,0,1,1,0,0,0,-1,-1,1.7722900544902396,-0.9814982368910221,4.382653793302813,-0.533685011003553,18
3717,0,0,0,0,1,1,0,0,0,-1,-1,-0.8482541590892595,-0.16753551455356952,0.2530548063254898,1.0072505663853384,21
347,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
11413,0,1,1,0,0,0,3,1,6,-1,-1,-0.7307409656552013,0.47355016941132677,-0.7174504711895646,-0.533685011003553,18
15804,0,1,1,0,1,1,5,5,9,-1,-1,1.5020097095919056,0.6248175779873135,0.12431431032859487,0.19349807046086756,21
1827,0,1,1,0,1,1,5,3,9,-1,-1,-0.4017040240398381,-1.0607335461451104,0.054992504791805265,-0.20472123605536277,11
3646,0,1,1,0,1,1,5,4,5,1,1,-0.6484817302513605,-0.145925884757,-0.5887099751926697,0.1588703046768475,21
5521,0,1,1,0,1,1,5,4,9,1,1,0.5736554814628454,0.2430474515812517,2.203968476432283,-0.533685011003553,29
1852,0,1,0,0,1,1,1,5,0,-1,-1,1.5725176256523405,-0.8302308283150354,-0.2817134078154585,-0.533685011003553,29
2515,0,1,1,0,1,0,3,1,9,-1,-1,1.407999154844659,-0.36922539265488524,0.8175323656964909,-0.533685011003553,21
7752,0,1,1,0,0,0,5,0,0,-1,-1,-1.083280545957376,-0.7942147786540862,-0.44016324904240617,-0.13546570448732273,8
705,0,1,1,0,1,1,5,4,5,-1,-1,0.40913701065516384,0.4375341197503776,-0.05394176105172125,0.2800674849209176,20
